,depth_10_count,depth_1_count,depth_2_count,depth_3_count,depth_4_count,depth_5_count,depth_6_count,depth_7_count,depth_8_count,depth_9_count,total_go_terms
TNFRSF13C,0,0,0,2,0,0,0,0,0,0,2
RTN4RL2,0,0,2,3,1,1,1,0,0,0,8
NAPSA,0,0,1,0,0,0,1,1,0,0,3
TYROBP,0,0,1,1,0,0,1,0,0,0,3
BLOC1S2,0,0,0,1,1,1,1,0,0,0,4
EVPL,0,0,1,0,0,1,1,0,0,0,3
ST6GALNAC6,0,0,2,1,0,1,0,0,0,0,4
ST6GALNAC5,0,0,0,0,0,1,0,0,0,0,1
ST6GALNAC4,0,0,0,0,0,1,0,0,0,0,1
LILRA2,0,0,1,1,0,0,0,0,0,0,2
UPRT,0,0,1,0,1,0,0,0,0,0,2
TNFSF4,0,0,2,1,0,0,0,0,0,0,3
GPT,0,0,0,0,0,0,1,0,0,0,1
PPRC1,0,0,0,0,0,1,0,0,0,0,1
OTOA,0,0,3,1,1,0,0,0,0,0,5
CD5,0,0,0,2,0,0,0,0,0,0,2
CD2,0,0,1,2,1,1,0,0,0,0,5
CD9,0,1,2,2,0,1,2,1,1,0,10
ELF3,0,0,0,0,0,2,0,0,0,0,2
COL18A1,0,0,3,0,1,1,1,0,0,0,6
ABCC3,0,0,1,1,2,0,0,0,0,0,4
GOLGA2,0,0,0,0,1,5,0,0,1,0,7
DKKL1,0,0,1,0,0,0,0,0,0,0,1
IFNA1,0,0,2,0,0,0,0,0,0,0,2
HMX2,0,0,0,0,0,1,0,0,0,0,1
UPK3A,0,0,0,1,2,0,1,0,0,0,4
CDR2,0,0,1,0,0,0,0,0,0,0,1
SELP,0,0,2,2,0,0,1,2,0,0,7
KISS1R,0,0,1,1,1,0,0,0,0,0,3
PTPN18,0,0,1,0,0,1,0,0,0,0,2
OXT,0,0,2,0,0,0,0,0,1,0,3
TFAP2D,0,0,0,0,0,1,0,0,0,0,1
ADAM11,0,0,1,1,0,2,0,0,0,0,4
LAMB1,0,0,3,1,1,1,1,0,0,0,7
CLIP2,0,0,0,1,0,1,0,0,0,0,2
RAB26,0,0,0,1,0,2,1,1,1,0,6
ABHD8,0,0,0,0,0,1,1,0,0,0,2
SCRT2,0,0,1,0,0,1,0,0,0,0,2
PRRT1,0,0,1,0,0,0,1,0,1,0,3
EFNA2,0,0,1,1,0,0,0,0,0,0,2
GRIN3B,0,0,0,1,0,1,1,0,0,0,3
GDF1,0,0,1,0,0,0,0,0,0,0,1
ASIC1,0,0,1,1,0,1,1,0,0,0,4
CACNG3,0,0,1,1,0,0,2,0,0,0,4
PCDHB4,0,0,1,2,0,0,0,0,0,0,3
TLL1,0,0,2,0,0,0,0,0,0,0,2
KCNQ1,0,0,2,2,3,2,0,2,2,0,13
CADM4,0,0,0,0,1,0,0,0,0,0,1
MAPRE3,0,0,5,1,0,0,1,0,0,0,7
CLDN11,0,0,0,1,0,2,1,1,0,0,5
EFNB2,0,0,0,1,1,2,1,0,0,0,5
GORASP2,0,0,1,0,1,3,0,0,0,0,5
PLAT,0,0,4,0,1,0,1,0,0,0,6
SPHK2,0,0,2,0,1,3,0,1,0,0,7
ATP6V1B1,0,0,2,0,3,0,1,1,0,0,7
PLA2G3,0,0,2,1,0,0,0,0,0,0,3
MBOAT7,0,0,1,1,1,1,0,0,0,0,4
PLA2G2C,0,0,1,0,0,0,0,0,0,0,1
FIG4,0,0,0,0,1,1,1,2,0,0,5
SDF2,0,0,0,0,0,1,0,0,0,0,1
EPX,0,0,2,0,0,0,1,0,0,0,3
PLA2G12A,0,0,2,0,0,0,0,0,0,0,2
SNX8,0,0,1,0,1,0,0,1,0,0,3
NDUFAF7,0,0,1,0,0,1,0,0,0,0,2
SGPP1,0,0,0,1,1,0,0,0,0,0,2
ADCK1,0,0,0,0,0,1,0,0,0,0,1
TOMM22,0,0,1,0,1,1,1,0,0,0,4
EMC3,0,0,1,0,1,0,0,0,0,0,2
PUS3,0,0,1,0,0,1,0,0,0,0,2
GCLC,0,0,0,0,0,1,0,0,0,0,1
DHX8,0,0,0,0,0,1,0,0,0,0,1
GTPBP1,0,0,1,0,0,1,0,0,0,0,2
TMEM97,0,0,0,1,1,2,1,1,0,0,6
SPATA20,0,0,1,0,0,0,0,0,0,0,1
PITHD1,0,0,1,0,0,1,0,1,0,0,3
DHX9,0,0,3,1,0,1,1,0,0,0,6
RTCB,0,0,1,0,2,1,0,0,0,0,4
KCNA7,0,0,1,1,0,0,0,1,0,0,3
TARBP1,0,0,0,0,0,1,0,0,0,0,1
DLX2,0,0,0,0,0,1,0,0,0,0,1
RCN1,0,0,0,0,0,2,0,0,0,0,2
SIX4,0,0,2,0,0,1,0,0,0,0,3
SKAP2,0,0,1,1,0,0,0,0,0,0,2
MAZ,0,0,0,0,0,1,0,0,0,0,1
HOXA7,0,0,0,0,1,1,0,0,0,0,2
DLX5,0,0,2,0,0,1,0,0,0,0,3
TBX4,0,0,0,0,0,1,0,0,0,0,1
TCN2,0,0,2,2,0,0,0,0,0,0,4
CAPNS1,0,0,2,1,0,0,2,0,0,0,5
EFNB1,0,0,1,1,2,2,1,0,0,0,7
ADCK2,0,0,1,0,0,0,0,0,0,0,1
PSPN,0,0,2,0,0,0,0,0,0,0,2
COX4I1,0,0,1,0,1,1,1,0,0,0,4
NSUN2,0,0,1,0,0,2,1,0,0,0,4
SRSF11,0,0,1,0,0,1,0,0,0,0,2
LYAR,0,0,1,0,0,1,0,0,0,0,2
SRSF4,0,0,0,0,0,1,0,0,0,0,1
CLNS1A,0,0,0,2,1,2,0,0,0,0,5
NEMF,0,0,0,0,0,1,1,0,0,0,2
LGALS8,0,0,4,0,0,0,1,0,0,0,5
CCDC170,0,0,0,1,0,1,0,0,0,0,2
AKAP17A,0,0,0,0,0,1,0,0,0,0,1
FOXN1,0,0,0,0,0,1,0,0,0,0,1
DZANK1,0,0,1,1,0,0,0,0,0,0,2
DNAJC2,0,0,1,0,1,2,0,0,0,0,4
RRP15,0,0,0,0,1,0,0,0,0,0,1
PFDN5,0,0,1,0,0,1,0,0,0,0,2
BLMH,0,0,1,0,0,1,1,0,0,0,3
RNF175,0,0,0,0,1,1,0,0,0,0,2
PRPF40B,0,0,0,0,0,2,0,1,0,0,3
ESPL1,0,0,1,1,0,1,1,0,0,0,4
ZC3H7B,0,0,0,0,0,1,0,0,0,0,1
MRPL43,0,0,0,0,0,1,1,1,0,0,3
ZZZ3,0,0,0,0,0,0,1,0,1,0,2
TIMMDC1,0,0,0,0,0,1,0,0,0,0,1
SP100,0,0,2,1,0,2,1,0,0,0,6
SLFN14,0,0,1,0,0,1,0,0,0,0,2
THUMPD3,0,0,1,0,0,0,0,0,0,0,1
MFSD5,0,0,1,1,0,0,0,0,0,0,2
TTLL5,0,0,0,3,0,1,0,0,0,0,4
CMTM2,0,0,2,0,0,0,0,0,0,0,2
MPC2,0,0,0,1,0,2,0,0,0,0,3
ONECUT2,0,0,0,0,0,1,0,0,0,0,1
SRSF2,0,0,0,0,0,1,0,0,0,0,1
SLTM,0,0,0,0,0,1,0,0,0,0,1
KPNA5,0,0,1,1,0,1,0,0,0,0,3
KPNA3,0,0,0,2,0,1,0,0,0,0,3
TAF4,0,1,1,0,0,1,0,1,0,0,4
TAF9,0,0,0,1,0,1,0,0,0,0,2
PRPF3,0,0,0,0,0,1,0,1,0,0,2
ELK4,0,0,0,0,0,1,0,0,0,0,1
PPAN,0,0,0,0,1,2,0,0,0,0,3
SRRM1,0,0,1,1,0,1,0,0,0,0,3
WBP4,0,0,0,0,1,1,0,0,0,0,2
TAF4B,0,0,1,0,1,1,0,0,0,0,3
ARHGAP1,0,0,2,0,1,0,2,0,0,0,5
HOXC6,0,0,0,0,0,1,0,0,0,0,1
AGO3,0,0,2,0,1,2,1,1,0,0,7
SENP7,0,0,1,0,0,1,0,0,0,0,2
GTF2E2,0,0,0,0,1,0,0,0,0,0,1
EIF6,0,0,2,0,0,2,1,0,0,0,5
FAM53C,0,0,0,0,0,1,0,0,0,0,1
USP16,0,0,1,0,0,1,0,0,0,0,2
ARSD,0,0,0,0,0,1,0,1,0,0,2
EID3,0,0,2,1,0,1,0,0,0,0,4
TCERG1,0,0,0,0,0,1,0,1,0,0,2
RANBP2,0,0,2,2,3,1,0,0,0,0,8
NOP58,0,0,1,2,0,0,0,1,0,0,4
CKAP5,0,0,2,2,0,0,0,0,0,0,4
IRF2BP2,0,0,1,0,0,1,0,0,0,0,2
PPIG,0,0,2,0,0,1,0,0,0,0,3
ADAMTS20,0,0,1,1,0,0,0,0,0,0,2
RBM25,0,0,1,0,0,0,0,0,0,0,1
GLB1L3,0,0,0,0,0,1,0,0,0,0,1
MFAP1,0,0,0,1,1,1,0,0,0,0,3
SLC6A4,0,0,1,1,2,2,1,0,0,0,7
C11orf49,0,0,1,0,0,0,0,0,0,0,1
BUD31,0,0,0,2,0,1,0,0,0,0,3
ACIN1,0,0,0,1,0,1,0,0,0,0,2
EIF5B,0,0,1,0,0,0,0,0,0,0,1
LSM14A,0,0,1,0,0,0,1,1,0,0,3
NOL12,0,0,1,0,0,1,0,0,0,0,2
XRN1,0,0,1,1,0,1,0,0,0,0,3
CTNNBL1,0,0,1,1,0,1,0,0,0,0,3
AASDHPPT,0,0,0,0,0,0,1,0,0,0,1
CEP152,0,0,2,1,0,0,0,0,0,0,3
ID3,0,0,1,0,0,1,0,0,0,0,2
TFIP11,0,0,1,2,0,1,0,0,0,0,4
PNISR,0,0,1,1,0,0,0,0,0,0,2
NDUFAF5,0,0,0,0,1,1,0,0,0,0,2
SSB,0,0,2,1,0,1,0,1,0,0,5
U2SURP,0,0,0,0,0,1,0,0,0,0,1
CDC37L1,0,0,2,0,0,0,0,0,0,0,2
TAOK1,0,0,2,1,0,0,2,0,0,0,5
SPAG6,0,0,2,0,0,1,0,0,0,1,4
SDHD,0,0,0,1,0,1,0,0,0,0,2
ADRA1D,0,0,0,1,0,0,0,0,0,0,1
GEMIN5,0,0,2,0,0,1,1,0,0,0,4
LARP1B,0,0,1,0,0,1,0,1,0,0,3
VPS37D,0,0,0,0,0,0,2,1,0,0,3
VPS37C,0,0,0,0,1,1,2,1,0,0,5
LUC7L3,0,0,0,0,0,3,0,0,0,0,3
VPS37B,0,0,1,1,0,0,2,1,0,0,5
VPS37A,0,0,0,1,1,0,1,1,0,0,4
SAFB2,0,0,1,0,1,1,1,0,0,0,4
THRAP3,0,0,0,0,0,1,1,0,0,0,2
CPTP,0,0,0,1,0,1,2,0,0,0,4
KIAA1217,0,0,1,1,0,0,0,0,0,0,2
ZBTB44,0,0,0,0,0,1,0,0,0,0,1
ANP32A,0,0,2,0,0,2,0,0,0,0,4
PPP1R10,0,0,0,0,0,1,0,0,0,0,1
PRPF40A,0,0,1,0,0,2,0,1,0,0,4
ZDHHC23,0,0,0,0,0,3,0,0,0,0,3
KRI1,0,0,0,0,1,0,0,0,0,0,1
RP9,0,0,0,0,0,1,0,0,0,0,1
SOX30,0,0,1,0,1,1,0,0,0,0,3
RNF185,0,0,1,0,1,1,1,0,0,0,4
ZNF408,0,0,0,0,0,1,0,0,0,0,1
SAFB,0,0,0,0,0,1,0,0,0,0,1
LSG1,0,0,1,0,0,1,0,0,0,0,2
TOP1MT,0,0,0,0,0,1,0,0,0,0,1
PRPF38B,0,0,0,0,1,0,0,0,0,0,1
TRIM59,0,0,0,0,1,1,0,0,0,0,2
TAF15,0,0,1,0,0,1,0,0,0,0,2
SLU7,0,0,2,2,1,1,0,1,0,0,7
SNX13,0,0,0,0,0,0,0,1,0,0,1
GFRA4,0,0,2,2,0,0,0,0,0,0,4
CEL,0,0,4,0,0,0,1,0,0,0,5
XPO4,0,0,1,1,0,1,0,0,0,0,3
MTIF2,0,0,1,0,0,0,0,0,0,0,1
FOXE1,0,0,0,0,0,1,0,0,0,0,1
NOLC1,0,0,2,0,0,1,0,0,0,0,3
YOD1,0,0,1,0,0,0,0,0,0,0,1
USP45,0,0,1,0,0,1,0,0,0,0,2
SCRN2,0,0,0,0,0,0,1,0,0,0,1
RPS9,0,0,2,0,0,2,2,0,0,0,6
ITM2C,0,0,1,1,0,1,1,2,0,0,6
SMC4,0,0,0,0,0,1,0,1,0,0,2
SMC6,0,0,0,0,0,1,0,1,0,0,2
CIR1,0,0,1,1,0,1,0,0,0,0,3
SDE2,0,0,1,1,0,2,0,0,0,0,4
CCAR1,0,0,1,0,0,1,0,0,0,0,2
RRP12,0,0,0,1,2,0,0,0,0,0,3
WAC,0,0,0,0,0,1,0,1,0,0,2
DHX16,0,0,1,0,0,1,0,0,0,0,2
CCDC89,0,0,1,0,0,1,0,0,0,0,2
CWF19L2,0,0,0,0,1,0,0,0,0,0,1
NAA25,0,0,1,0,0,1,0,1,0,0,3
KPRP,0,0,1,0,0,0,1,0,0,0,2
CACTIN,0,0,1,1,0,1,0,0,0,0,3
NPM2,0,0,2,0,0,2,0,0,0,0,4
SEMA4G,0,0,0,1,0,0,0,0,0,0,1
HCN4,0,0,1,1,0,2,0,0,1,0,5
DHX36,0,0,1,0,0,2,1,1,0,0,5
GPBP1,0,0,0,1,1,1,0,0,0,0,3
ZCCHC8,0,0,0,0,0,1,0,0,0,0,1
DPY19L1,0,0,1,0,1,0,0,0,0,0,2
TNRC6B,0,0,1,0,0,0,0,1,0,0,2
NUCKS1,0,0,2,0,0,1,0,0,0,0,3
CERS3,0,0,0,0,1,1,0,0,0,0,2
FAM210B,0,0,1,0,0,0,1,0,0,0,2
CD2BP2,0,0,2,0,0,2,0,0,0,0,4
SPHKAP,0,0,1,0,0,1,0,0,0,0,2
RARRES1,0,0,2,0,0,0,1,0,0,0,3
HOXA11,0,0,0,0,0,1,0,0,0,0,1
ZW10,0,0,1,0,1,2,0,0,0,0,4
SPP2,0,0,1,0,0,1,0,0,0,0,2
HOXC8,0,0,0,0,0,1,0,0,0,0,1
TBCB,0,0,1,2,0,1,0,0,0,0,4
PRSS16,0,0,0,0,0,0,0,1,0,0,1
REEP6,0,0,0,0,1,2,0,1,0,0,4
BOD1L1,0,0,0,0,0,1,1,0,0,0,2
RANGRF,0,0,2,1,0,1,3,0,0,0,7
HOXB8,0,0,0,0,0,1,0,0,0,0,1
HOXB7,0,0,0,0,0,1,0,0,0,0,1
HOXC13,0,0,0,0,0,1,0,0,0,0,1
UNC5CL,0,0,1,1,0,0,0,0,0,0,2
GLCCI1,0,0,1,0,0,0,0,0,0,0,1
HOXA6,0,0,0,0,0,1,0,0,0,0,1
XPC,0,0,1,1,2,1,0,0,0,0,5
CLC,0,0,4,0,0,0,0,0,0,0,4
TRAPPC6A,0,0,1,1,2,2,0,0,0,0,6
CRY1,0,0,1,0,0,1,0,0,0,0,2
PRPH2,0,0,3,1,0,0,0,0,0,0,4
PRKAB1,0,0,1,0,0,1,1,0,0,0,3
SEC14L3,0,0,1,0,0,0,1,0,0,0,2
CYP27B1,0,0,1,0,0,0,1,0,0,0,2
MYF6,0,0,0,1,0,1,0,0,0,0,2
TFAP4,0,0,0,0,0,1,0,0,0,0,1
MLNR,0,0,0,1,0,0,0,0,0,0,1
DLX4,0,0,0,0,0,1,0,0,0,0,1
KCTD10,0,0,0,1,0,0,0,0,0,0,1
ELK3,0,0,0,0,0,1,0,0,0,0,1
MSX2,0,0,0,0,0,1,0,0,0,0,1
COL1A1,0,0,2,0,1,1,0,0,0,0,4
PON1,0,0,2,0,1,1,2,0,0,0,6
C20orf27,0,0,1,0,0,0,0,0,0,0,1
MMP11,0,0,2,1,0,1,0,0,0,0,4
CBX5,0,0,0,3,1,3,0,0,0,0,7
CYP51A1,0,0,1,0,1,0,0,0,0,0,2
INHA,0,0,2,1,1,0,0,0,0,0,4
HBP1,0,0,2,2,2,1,0,0,0,0,7
FGF23,0,0,3,0,0,2,0,0,0,0,5
YIPF1,0,0,0,1,1,3,0,1,0,0,6
DERL2,0,0,1,0,1,1,0,0,0,0,3
SPACA1,0,0,0,0,0,0,1,1,0,0,2
ABCC6,0,0,2,1,3,0,0,0,0,0,6
GRINA,0,0,1,0,0,3,0,0,0,0,4
UQCRC1,0,0,0,0,0,1,0,0,0,0,1
MLF2,0,0,2,0,0,1,0,0,0,0,3
TMEM147,0,0,0,1,2,0,0,0,0,0,3
PLLP,0,0,1,1,2,1,0,0,0,0,5
LIN7B,0,0,1,2,3,0,3,0,0,0,9
WFS1,0,0,0,0,1,3,0,0,1,0,5
GSS,0,0,1,0,0,0,1,0,0,0,2
AQP2,0,0,2,2,2,1,2,0,0,0,9
ITGA5,0,0,0,2,2,4,1,0,0,0,9
ZNF780A,0,0,0,0,0,1,0,0,0,0,1
ZNF780B,0,0,0,0,0,1,0,0,0,0,1
TIGD2,0,0,0,0,0,1,0,0,0,0,1
TMEM179B,0,0,0,1,0,0,1,1,1,0,4
LPCAT1,0,0,1,1,1,3,0,0,1,0,7
RHPN2,0,0,1,1,0,0,0,0,0,0,2
SLCO4C1,0,0,0,1,1,0,1,1,1,0,5
GOLGA8S,0,0,0,0,1,2,0,0,0,0,3
GOLGA8O,0,0,0,0,1,2,0,0,0,0,3
GOLGA8K,0,0,0,0,1,2,0,0,0,0,3
DNAJC5,0,0,2,1,1,0,0,3,4,0,11
NCSTN,0,0,1,1,1,4,2,1,2,0,12
IL17REL,0,0,1,0,0,0,0,0,0,0,1
FAM3D,0,0,2,0,0,0,0,0,0,0,2
AFF1,0,0,0,0,1,0,0,0,0,0,1
ABCA13,0,0,0,1,1,1,1,0,1,0,5
CDHR5,0,0,0,1,1,2,1,0,0,0,5
MUC20,0,0,1,1,3,2,0,0,0,0,7
CPNE1,0,0,2,1,1,1,1,0,1,0,7
MAGT1,0,0,1,1,1,1,0,0,1,0,5
ZNF341,0,0,0,0,0,1,0,0,0,0,1
RAB4B,0,0,2,1,0,0,1,1,0,1,6
PLA2G2A,0,0,3,1,1,1,2,0,0,0,8
NKX2-3,0,0,0,0,0,1,0,0,0,0,1
SPRR1B,0,0,1,0,0,0,0,0,0,0,1
GLIPR1,0,0,2,1,0,0,0,0,1,0,4
PSAP,0,0,3,1,2,0,2,2,1,1,12
CMTM6,0,0,1,1,0,0,0,3,1,0,6
GTPBP10,0,0,0,0,0,2,0,0,0,0,2
CLDN2,0,0,0,1,2,0,1,0,0,0,4
CLDN7,0,0,1,1,2,0,1,0,0,0,5
IRF5,0,0,1,0,0,1,0,0,0,0,2
BACE1,0,0,1,1,2,4,2,1,0,0,11
PRCP,0,0,0,1,1,0,1,1,1,0,5
CRH,0,0,2,1,0,0,0,0,0,0,3
B4GALT1,0,0,2,2,2,5,2,0,1,0,14
IGBP1,0,0,2,0,0,0,0,0,0,0,2
C2CD2,0,0,1,0,0,1,0,0,0,0,2
STOM,0,0,3,1,2,1,1,2,2,0,12
TSPYL5,0,0,1,0,0,1,0,0,0,0,2
DMBT1,0,0,3,1,0,0,1,2,0,0,7
TMSB10,0,0,1,0,0,1,0,0,0,0,2
ALCAM,0,0,0,2,0,1,1,0,0,0,4
GOLGA8Q,0,0,0,0,1,2,0,0,0,0,3
GOLGA8R,0,0,0,0,1,2,0,0,0,0,3
GOLGA8N,0,0,0,0,1,2,0,0,0,0,3
GOLGA8H,0,0,0,0,1,2,0,0,0,0,3
GOLGA8J,0,0,0,0,1,2,0,0,0,0,3
GOLGA8F,0,0,0,0,0,1,0,0,0,0,1
SCEL,0,0,2,0,0,0,1,0,0,0,3
CXCL17,0,0,1,0,0,0,0,0,0,0,1
TMEM19,0,0,1,0,0,0,0,0,0,0,1
BSN,0,0,1,0,3,3,0,1,1,0,9
IL17RE,0,0,2,1,0,0,0,0,0,0,3
DEFA5,0,0,2,0,1,1,0,1,0,0,5
DEFA3,0,0,2,0,0,1,1,0,0,0,4
CORT,0,0,2,1,0,0,0,0,0,0,3
PDZK1IP1,0,0,0,0,1,0,1,0,0,0,2
DEFA6,0,0,2,0,0,1,0,1,0,0,4
DEFA4,0,0,2,0,0,1,0,1,0,0,4
NDUFC2,0,0,1,1,0,2,0,0,1,0,5
SIGLEC14,0,0,0,1,0,0,0,2,0,0,3
SIGLEC11,0,0,0,1,0,0,0,0,0,0,1
CKAP4,0,0,2,1,1,3,2,1,1,0,11
MMP8,0,0,2,0,0,0,0,0,0,0,2
SLC9A4,0,0,0,1,2,0,0,1,0,0,4
SCNN1A,0,0,1,2,1,1,1,0,0,0,6
SNAP29,0,0,2,2,0,1,2,0,1,0,8
TNFSF15,0,0,2,1,0,0,0,0,0,0,3
ITGB6,0,0,1,2,0,0,0,0,0,0,3
ATP6V0C,0,0,1,1,0,1,3,5,2,0,13
EXOC3L1,0,0,0,0,0,0,0,1,0,0,1
IRGM,0,0,1,0,2,2,1,3,0,0,9
CD81,0,0,1,1,2,0,1,0,0,0,5
BRI3,0,0,1,1,0,2,1,2,1,0,8
NFAM1,0,0,1,1,1,0,0,0,1,0,4
POF1B,0,0,0,0,0,0,1,0,0,0,1
GLIPR1L1,0,0,2,1,1,0,0,0,0,0,4
TOM1,0,0,2,1,0,1,2,2,1,0,9
LILRB2,0,0,3,1,0,0,0,2,0,0,6
LILRB1,0,0,2,2,0,0,0,0,0,0,4
IL12RB1,0,0,1,2,0,2,0,0,0,0,5
CARD9,0,1,1,2,0,0,0,0,0,0,4
IL10RB,0,0,1,1,0,0,0,0,0,0,2
SAA4,0,0,1,0,0,0,1,0,0,0,2
ATP11B,0,0,1,2,0,3,0,2,1,0,9
CYP2S1,0,0,1,0,2,1,0,0,0,0,4
ATP8A1,0,0,1,2,2,2,2,2,2,0,13
COL1A2,0,0,2,0,0,1,1,0,0,0,4
CAPN8,0,0,1,0,0,1,0,0,0,0,2
CCNY,0,0,0,1,0,1,0,1,1,0,4
TMEM30A,0,0,1,1,1,2,1,3,1,0,10
TMEM91,0,0,1,0,1,0,0,0,0,0,2
C19orf47,0,0,0,0,0,1,0,0,0,0,1
FPR1,0,0,2,1,0,0,1,1,1,0,6
LAMP2,0,0,3,2,2,0,3,6,1,1,18
PCDHGB6,0,0,0,1,0,0,0,0,0,0,1
MUC3A,0,0,2,1,0,1,0,0,0,0,4
DDOST,0,0,1,1,2,1,0,0,1,0,6
CCRL2,0,0,1,2,0,0,0,0,0,0,3
NME5,0,0,1,0,1,0,0,0,0,0,2
ANXA3,0,0,2,1,1,1,1,1,0,0,7
MS4A3,0,0,1,1,0,0,0,1,0,0,3
DSC2,0,0,0,1,0,1,2,0,0,0,4
DSC3,0,0,3,1,0,2,2,0,0,0,8
HPSE2,0,0,1,2,0,0,0,0,0,0,3
GPAA1,0,0,1,1,1,1,0,0,0,0,4
TCN1,0,0,2,0,0,0,0,0,0,0,2
GPRC5D,0,0,1,1,1,0,1,0,0,0,4
ARL8A,0,0,2,2,0,0,2,3,1,0,10
CRISP3,0,0,2,1,0,0,0,0,0,0,3
RAB5C,0,0,1,1,0,0,1,3,3,0,9
CRHR1,0,0,1,1,1,0,1,1,0,0,5
IL18BP,0,0,2,0,0,0,1,0,0,0,3
GOLGA6B,0,0,0,0,1,2,0,0,0,0,3
DEFA1,0,0,2,0,0,1,1,0,0,0,4
LAMTOR1,0,0,0,1,1,0,1,5,1,0,9
GPSM1,0,0,1,1,1,1,0,0,0,0,4
ARPC2,0,0,0,0,0,2,1,0,1,0,4
ELANE,0,0,3,0,1,1,1,0,1,0,7
NLRP3,0,0,3,0,0,3,0,0,0,0,6
GAA,0,0,1,1,1,0,2,4,1,0,10
CPNE3,0,0,1,1,0,1,1,0,1,0,5
RAB37,0,0,0,1,0,2,0,2,1,0,6
CD164,0,0,1,1,0,0,1,2,0,0,5
GOLGA8T,0,0,0,0,1,2,0,0,0,0,3
GOLGA8M,0,0,0,0,1,2,0,0,0,0,3
SDCBP2,0,0,1,1,0,1,1,0,0,0,4
CD3D,0,0,1,2,0,0,0,0,1,0,4
CD200,0,0,3,2,1,1,0,0,0,0,7
SLC6A14,0,0,1,1,1,0,1,0,0,0,4
IGSF23,0,0,0,1,0,0,0,0,0,0,1
GALC,0,0,1,0,0,0,0,1,0,0,2
RPSA,0,0,2,1,0,2,2,0,0,0,7
DEFB4A,0,0,2,0,0,1,0,0,0,0,3
GOLGA6C,0,0,0,0,1,2,0,0,0,0,3
GOLGA6A,0,0,0,0,1,2,0,0,0,0,3
CD151,0,0,1,1,1,0,0,0,0,0,3
TFF2,0,0,1,0,0,0,0,0,0,0,1
GOLGA6D,0,0,0,0,1,2,0,0,0,0,3
GTF2IRD1,0,0,0,0,0,1,0,0,0,0,1
F10,0,0,2,3,0,3,0,0,0,0,8
BPI,0,0,3,0,0,0,1,0,0,0,4
DNAJC13,0,0,1,1,1,0,3,2,1,0,9
PRSS22,0,0,1,0,0,0,0,0,0,0,1
OLFM4,0,0,4,1,0,1,1,0,0,0,7
NPW,0,0,1,0,0,0,0,0,0,0,1
CXCR3,0,0,1,2,0,0,0,0,0,0,3
CLRN3,0,0,1,0,0,0,1,0,0,0,2
EQTN,0,0,0,1,0,0,2,0,0,0,3
BTNL8,0,0,0,2,0,0,0,0,0,0,2
FHL2,0,0,1,0,0,1,0,0,0,0,2
CD300LF,0,0,0,1,0,0,0,0,0,0,1
S100A14,0,0,2,0,0,0,1,0,0,0,3
CLDN10,0,0,1,1,0,0,1,0,0,0,3
IL18R1,0,0,1,1,0,0,0,0,0,0,2
GRTP1,0,0,1,1,0,0,0,0,0,0,2
C3AR1,0,0,0,1,0,0,0,1,1,0,3
ZNF546,0,0,0,0,0,1,0,0,0,0,1
CD7,0,0,1,1,0,0,0,0,0,0,2
STAT4,0,0,1,1,0,1,0,0,0,0,3
CD276,0,0,1,1,0,0,0,0,0,0,2
SIGLEC10,0,0,1,1,0,0,0,0,0,0,2
SYNGR1,0,0,1,1,1,0,0,0,3,0,6
ATP1A1,0,0,3,2,5,4,2,1,1,0,18
SP3,0,0,1,0,0,1,1,0,0,0,3
SIX2,0,0,1,0,0,1,0,0,0,0,2
RFX4,0,0,0,0,0,1,0,0,0,0,1
ABCE1,0,0,2,0,0,1,1,0,0,0,4
GJA1,0,0,2,1,4,6,2,0,0,0,15
VCP,0,0,4,1,2,3,1,1,0,0,12
AIRE,0,0,1,0,0,1,0,2,0,0,4
UXT,0,0,4,3,0,2,0,0,0,0,9
SRSF7,0,0,1,0,0,1,1,1,0,0,4
SCN5A,0,0,4,1,1,1,2,0,0,0,9
LPCAT3,0,0,1,0,1,0,0,0,0,0,2
SUN2,0,0,0,0,1,2,1,0,0,0,4
ABCG5,0,0,1,1,1,0,0,0,0,0,3
ABCG8,0,0,1,1,1,0,0,0,0,0,3
NRL,0,0,1,0,0,1,0,0,0,0,2
GJC1,0,0,0,2,2,1,1,0,0,0,6
TAP1,0,0,1,0,1,2,0,1,0,0,5
DNAH11,0,0,2,1,0,0,1,0,0,0,4
PBRM1,0,0,2,0,0,4,0,0,0,0,6
CLEC5A,0,0,0,1,0,0,0,2,0,0,3
CES1,0,0,2,0,0,3,0,0,0,0,5
EBF3,0,0,0,0,0,1,0,0,0,0,1
IGDCC3,0,0,1,0,0,0,0,0,0,0,1
PROX1,0,0,1,0,0,1,0,0,0,0,2
CLPX,0,0,0,0,1,3,0,0,0,0,4
KLF14,0,0,0,0,0,1,0,0,0,0,1
SLC44A2,0,0,1,1,0,1,2,2,0,0,7
ACTR3,0,0,2,0,0,1,1,0,0,0,4
FOXP2,0,0,0,0,0,1,0,0,0,0,1
HM13,0,0,1,2,3,1,1,0,0,0,8
JARID2,0,0,1,0,0,1,0,0,0,0,2
CDCA7L,0,0,0,0,0,1,0,0,0,0,1
E2F7,0,0,0,1,0,0,0,0,0,0,1
TBP,0,1,1,1,1,1,0,4,0,0,9
LMNA,0,0,1,0,1,1,0,0,0,0,3
LMNB1,0,0,1,0,1,2,0,0,0,0,4
